repo,module,language,snapshot_date,class_fqn,loc,cyclomatic_complexity,wmc,dit,noc,cbo,rfc,lcom,fan_in,fan_out,code_smells,num_commits_30d,added_loc_30d,deleted_loc_30d,num_authors_30d,days_since_last_change,bugfix_commits_90d,issues_90d,line_coverage_pct,branch_coverage_pct,mutation_score_pct,tests_failed_30d,flaky_rate,defect_next_30d,defect_count_next_30d,defect_probability_latent
repo_gamma,service,Java,2024-09-10,com.ocp.transport.service.Class0161,349,9.47,6.78,5,1,5.07,1.0,0.75,1,4,3,6,43,30,0,146,1,2,52.14,48.68,,0,0.1044,0,0,0.04273
repo_alpha,utils,Kotlin,2024-08-01,com.ocp.utils.Class0004,82,3.55,1.0,3,0,0.0,1.0,1.09,1,0,0,1,2,3,0,68,0,0,56.87,58.46,25.41,1,0.0529,0,0,0.0172
repo_beta,data,Java,2025-06-18,com.ocp.platform.data.Class0206,91,1.0,1.28,2,0,5.91,1.0,2.23,1,3,1,11,6,5,1,107,1,3,67.84,73.24,57.34,1,0.3132,0,0,0.01363
repo_alpha,integration,Java,2025-04-01,com.ocp.platform.integration.Class0185,164,7.31,4.06,2,0,0.0,1.0,0.0,2,1,2,1,10,4,0,54,0,0,58.71,38.04,88.67,2,0.01,0,0,0.00584
repo_beta,api,Java,2025-11-10,com.ocp.platform.api.Class0101,115,7.28,3.47,4,0,0.0,3.99,2.22,0,0,0,9,9,19,1,107,1,5,79.96,76.91,63.22,1,0.2063,0,0,0.0087
repo_gamma,service,Java,2025-06-20,com.ocp.platform.service.Class0185,110,2.89,3.19,5,1,1.75,12.77,0.0,0,2,2,5,4,3,1,74,0,0,57.51,31.72,63.09,1,0.0655,0,0,0.00868
repo_alpha,data,Java,2024-04-14,com.ocp.transport.data.Class0043,34,1.6,1.0,2,1,0.18,1.0,0.0,1,0,1,3,1,2,1,93,0,0,86.6,,72.43,0,0.1283,0,0,0.00766
repo_gamma,data,Java,2024-02-28,com.ocp.quality.data.Class0191,398,8.55,12.39,3,1,1.0,27.74,3.9,0,2,3,10,63,35,1,23,3,3,59.57,58.04,51.37,2,0.1288,0,0,0.04779
repo_alpha,service,Java,2025-08-25,com.ocp.quality.service.Class0032,265,6.41,3.47,1,0,1.75,1.0,1.63,0,0,2,5,10,20,1,56,0,2,61.02,50.0,51.47,2,0.028,0,0,0.00805
repo_alpha,api,Java,2024-01-02,com.ocp.api.Class0048,147,4.95,9.24,4,1,0.0,4.12,1.36,1,0,2,4,8,8,1,0,0,1,83.52,57.37,74.47,0,0.0342,0,0,0.00373
repo_beta,data,Java,2025-01-01,com.ocp.data.Class0147,204,4.99,1.0,1,3,1.82,1.0,1.78,1,1,4,4,14,7,0,16,0,1,93.77,76.39,72.31,0,0.1293,0,0,0.01655
repo_beta,data,Java,2024-01-31,com.ocp.quality.data.Class0056,436,4.6,3.95,2,1,2.06,18.15,3.74,2,1,0,1,14,6,0,96,1,2,,72.28,58.89,1,0.1801,0,0,0.02156
repo_alpha,utils,Java,2025-09-19,com.ocp.platform.utils.Class0180,29,2.63,1.0,2,1,1.64,1.98,5.11,0,1,2,3,3,0,1,154,0,0,71.57,,56.67,1,0.0571,0,0,0.00356
repo_beta,data,Java,2024-01-24,com.ocp.transport.data.Class0065,184,5.12,2.97,3,2,1.5,1.32,0.53,1,0,1,3,9,4,0,121,1,3,66.99,,56.27,1,0.0388,0,0,0.00823
repo_gamma,core,Java,2024-08-15,com.ocp.core.Class0004,140,1.6,2.61,2,0,1.23,1.0,0.85,0,1,0,8,13,6,5,98,0,0,,63.04,,5,0.0686,0,0,0.03146
repo_beta,api,Java,2024-05-08,com.ocp.transport.api.Class0030,177,3.3,1.0,6,2,2.14,1.0,1.65,1,0,2,2,5,7,2,159,2,3,71.72,70.97,60.53,0,0.0483,0,0,0.01238
repo_alpha,data,Java,2025-06-01,com.ocp.quality.data.Class0117,50,3.39,2.22,3,0,0.0,8.79,2.69,2,1,1,1,1,1,0,8,0,1,68.15,64.21,54.69,1,0.0561,0,0,0.00626
repo_beta,core,Java,2025-06-19,com.ocp.quality.core.Class0063,166,6.71,8.5,6,1,3.63,30.9,4.31,3,3,1,5,15,7,0,97,0,0,64.41,45.94,51.16,0,0.1587,0,0,0.01458
repo_gamma,utils,Java,2024-05-23,com.ocp.platform.utils.Class0100,382,4.6,1.63,1,0,0.59,8.89,2.67,2,1,1,4,6,13,0,157,2,1,60.77,,,2,0.068,0,0,0.00695
repo_alpha,core,Java,2025-06-11,com.ocp.core.Class0125,123,4.7,1.0,6,1,0.0,1.0,0.0,1,0,0,9,10,15,0,22,1,5,70.76,,50.27,1,0.0306,0,0,0.00807
repo_beta,api,Java,2024-03-21,com.ocp.api.Class0191,177,5.31,9.99,5,1,3.2,4.57,2.88,1,1,3,1,5,2,0,33,0,0,82.23,80.82,68.72,0,0.0532,0,0,0.0167
repo_alpha,core,Java,2025-08-23,com.ocp.quality.core.Class0014,88,1.0,2.04,5,2,2.21,1.0,0.0,1,1,0,1,4,2,0,29,0,0,76.47,,63.1,0,0.1747,0,0,0.01278
repo_gamma,data,Java,2025-06-07,com.ocp.quality.data.Class0067,190,3.12,7.61,3,0,2.1,8.38,0.92,1,1,0,2,6,7,0,130,0,0,79.91,79.9,72.86,3,0.2683,0,0,0.00584
repo_alpha,service,Java,2024-02-26,com.ocp.transport.service.Class0015,192,5.49,5.34,1,1,4.52,1.0,0.0,1,1,1,2,12,12,0,3,0,0,,,42.05,0,,0,0,0.01448
repo_beta,utils,Java,2025-11-02,com.ocp.utils.Class0213,654,4.68,9.05,6,1,0.86,1.0,6.06,0,0,3,1,31,18,0,43,1,4,69.15,52.55,51.26,3,0.0321,0,0,0.02112
repo_gamma,core,Java,2025-04-16,com.ocp.quality.core.Class0139,142,5.65,1.11,1,0,3.0,3.97,0.0,0,0,2,8,13,9,1,15,1,1,61.48,47.27,55.89,2,0.0431,0,0,0.02481
repo_gamma,integration,Java,2025-11-22,com.ocp.platform.integration.Class0028,134,5.45,6.29,3,1,0.0,1.0,0.0,3,1,0,2,7,7,0,30,0,0,,53.84,45.1,2,0.1231,0,0,0.01099
repo_gamma,service,Java,2025-02-18,com.ocp.quality.service.Class0131,46,1.0,1.0,6,2,1.25,1.0,0.0,0,0,1,3,1,2,1,142,0,1,72.24,70.33,45.19,3,0.3023,0,0,0.01162
repo_gamma,core,Java,2024-08-30,com.ocp.core.Class0060,304,1.0,4.58,6,2,0.86,1.0,3.97,2,2,1,2,11,12,1,124,0,0,85.46,65.54,72.75,1,0.1001,0,0,0.01368
repo_alpha,utils,Kotlin,2024-02-05,com.ocp.quality.utils.Class0104,79,3.35,2.57,5,1,0.11,7.09,0.0,1,0,0,9,7,8,3,142,2,3,79.95,68.21,54.0,0,0.0646,0,0,0.00595
repo_alpha,integration,Java,2024-11-27,com.ocp.quality.integration.Class0064,55,2.55,5.35,4,0,0.0,14.29,0.64,1,1,0,7,1,0,1,137,1,1,76.94,63.25,56.86,0,0.028,0,0,0.02847
repo_alpha,utils,Kotlin,2024-05-20,com.ocp.utils.Class0004,85,4.81,1.0,4,1,0.0,4.06,1.86,1,0,2,3,0,3,0,23,0,0,64.36,43.97,51.79,2,,0,0,0.00439
repo_beta,integration,Java,2025-12-14,com.ocp.integration.Class0136,381,5.9,9.22,4,0,1.7,5.45,4.43,1,1,0,11,57,45,5,47,4,2,72.01,50.52,57.56,1,0.0418,0,0,0.03031
repo_alpha,data,Java,2025-04-15,com.ocp.quality.data.Class0095,458,5.38,10.29,5,1,1.62,8.93,0.74,1,1,3,2,9,5,0,102,0,2,69.61,58.7,53.54,1,0.0251,1,0,0.00935
repo_gamma,data,Java,2025-08-09,com.ocp.transport.data.Class0210,347,9.84,11.71,3,0,1.21,9.12,4.31,1,1,2,4,15,10,1,103,0,0,57.44,61.89,38.02,2,,0,0,0.03076
repo_beta,service,Java,2025-06-16,com.ocp.service.Class0051,291,4.29,9.95,1,1,0.0,18.87,2.93,3,1,1,0,6,6,0,169,0,1,86.34,78.39,72.83,0,0.0077,0,0,0.00992
repo_gamma,core,Java,2025-06-30,com.ocp.transport.core.Class0021,517,6.99,1.0,2,1,4.38,1.0,1.33,5,2,3,2,12,16,0,108,0,1,89.57,82.45,82.54,0,0.0086,0,0,0.00858
repo_beta,core,Java,2024-09-14,com.ocp.quality.core.Class0100,130,2.88,7.64,3,1,0.0,4.07,1.62,2,0,1,0,7,1,0,98,0,1,58.43,55.64,48.87,1,0.153,0,0,0.00553
repo_gamma,integration,Java,2024-01-15,com.ocp.transport.integration.Class0135,115,2.28,5.41,2,0,3.65,6.92,0.0,3,3,4,4,9,4,1,102,0,0,65.2,76.63,53.91,0,,0,0,0.00735
repo_beta,service,Java,2025-08-21,com.ocp.transport.service.Class0032,137,4.29,6.11,3,0,0.0,12.73,3.25,0,2,0,13,27,13,1,0,0,0,85.28,59.45,,0,0.0782,0,0,0.00534
repo_beta,api,Java,2025-05-28,com.ocp.api.Class0191,172,6.52,10.68,2,0,5.0,17.31,4.82,1,2,1,0,1,3,0,179,0,2,61.35,60.65,,1,0.0343,0,0,0.05208
repo_alpha,core,Java,2024-12-24,com.ocp.core.Class0175,67,4.9,1.59,2,0,0.0,6.41,0.0,2,1,0,6,5,1,2,126,2,2,76.55,43.84,62.31,2,0.0912,1,0,0.0298
repo_gamma,service,Java,2024-09-18,com.ocp.quality.service.Class0187,977,10.91,6.42,7,1,3.22,16.37,5.58,1,2,4,1,25,18,1,40,0,1,71.31,64.45,46.88,1,0.1168,0,0,0.02279
repo_beta,service,Java,2025-02-11,com.ocp.service.Class0051,273,5.72,10.67,2,0,0.0,10.67,4.21,3,0,0,1,5,6,0,82,0,0,69.8,,,0,0.0107,0,0,0.01019
repo_alpha,service,Java,2024-11-18,com.ocp.platform.service.Class0010,93,2.56,1.0,3,1,0.0,1.0,1.61,1,1,0,4,5,6,1,109,0,1,67.2,71.34,,3,0.143,0,0,0.00649
repo_beta,core,Java,2024-01-03,com.ocp.platform.core.Class0060,138,6.48,1.0,4,0,0.0,16.82,0.87,5,1,0,14,17,15,2,128,2,1,87.52,65.37,77.91,1,0.1594,0,0,0.01936
repo_alpha,core,Java,2024-08-15,com.ocp.transport.core.Class0140,405,8.14,3.14,1,0,0.0,11.15,3.03,2,3,6,6,27,26,1,84,1,2,52.07,31.86,21.25,0,0.1266,0,0,0.02466
repo_alpha,core,Java,2024-02-13,com.ocp.platform.core.Class0206,368,3.3,1.0,5,1,0.0,2.5,1.42,2,2,0,7,34,32,1,0,1,1,65.4,61.21,46.32,3,0.1574,0,0,0.01731
repo_alpha,core,Java,2024-12-27,com.ocp.transport.core.Class0176,73,1.0,1.0,2,0,0.0,1.0,0.0,4,1,0,3,0,2,0,85,0,0,92.28,71.29,54.11,0,0.073,0,0,0.00437
repo_alpha,service,Java,2025-11-05,com.ocp.platform.service.Class0168,93,5.87,10.29,5,1,0.0,23.95,0.0,0,0,1,6,4,7,0,111,1,2,,58.32,43.6,0,0.0784,0,1,0.01685
repo_gamma,utils,Java,2024-04-09,com.ocp.platform.utils.Class0020,60,1.0,1.0,6,2,2.38,17.5,0.58,1,2,0,1,0,4,1,164,1,4,76.12,69.32,80.44,1,0.1955,0,0,0.00749
repo_gamma,core,Java,2024-09-18,com.ocp.quality.core.Class0080,306,9.8,11.35,4,1,4.84,21.24,6.82,1,3,3,12,49,35,0,27,0,0,66.33,,61.6,2,0.0633,0,0,0.01592
repo_gamma,core,Java,2024-01-27,com.ocp.transport.core.Class0144,54,1.0,1.0,5,1,2.88,1.0,4.51,4,2,0,13,8,4,3,0,1,1,72.72,61.58,66.49,0,0.0217,0,0,0.00382
repo_gamma,api,Java,2024-07-26,com.ocp.platform.api.Class0070,326,6.01,4.89,3,1,0.0,1.0,2.06,1,0,0,12,41,37,1,141,2,4,79.33,,59.29,0,0.0561,0,0,0.009
repo_gamma,utils,Java,2025-03-09,com.ocp.quality.utils.Class0208,568,8.64,5.93,2,0,0.0,22.49,3.52,1,0,0,13,64,40,1,79,1,0,96.82,87.04,93.29,0,0.0233,0,1,0.00878
repo_alpha,integration,Java,2025-04-25,com.ocp.platform.integration.Class0074,120,6.6,6.98,1,3,1.88,23.66,1.92,0,0,1,1,2,1,0,104,0,1,67.4,62.81,68.34,0,0.0186,0,0,0.00721
repo_beta,core,Java,2025-06-04,com.ocp.quality.core.Class0122,409,7.29,8.76,5,2,0.0,3.22,3.59,1,2,2,1,7,6,0,80,0,2,64.24,54.04,,1,0.1226,1,0,0.01321
repo_alpha,service,Java,2025-05-04,com.ocp.quality.service.Class0149,258,1.79,6.55,4,0,0.0,1.0,3.67,1,1,0,8,11,11,1,0,1,2,,,65.92,1,0.0807,0,0,0.0022
repo_alpha,api,Kotlin,2024-10-27,com.ocp.platform.api.Class0021,396,5.32,6.33,3,1,0.99,4.82,3.03,0,0,3,9,49,50,1,25,2,3,52.68,23.87,34.86,0,,0,0,0.01833
repo_beta,utils,Java,2024-06-23,com.ocp.platform.utils.Class0082,221,7.88,12.32,2,1,0.0,17.24,3.85,1,0,1,15,32,23,3,132,2,1,66.78,50.72,54.9,1,0.1392,0,0,0.00651
repo_beta,service,Java,2024-01-18,com.ocp.service.Class0163,90,4.32,9.3,6,1,2.73,2.87,0.75,1,4,1,8,12,6,0,56,0,0,62.78,62.59,23.77,3,0.3099,0,0,0.03011
repo_beta,api,Java,2024-08-07,com.ocp.api.Class0126,567,8.73,6.11,3,0,1.55,7.7,0.57,3,1,4,2,40,39,0,14,0,5,59.7,47.5,23.83,1,0.0494,0,0,0.04408
repo_beta,service,Java,2025-07-16,com.ocp.quality.service.Class0098,191,2.49,1.0,1,0,3.25,1.0,0.19,0,1,0,2,10,4,0,76,0,0,61.37,57.49,46.04,0,0.0352,0,0,0.01311
repo_gamma,core,Java,2024-12-05,com.ocp.quality.core.Class0154,81,4.28,5.15,3,1,0.11,6.31,4.08,1,1,1,4,1,1,0,166,0,1,64.2,51.13,60.04,1,0.008,0,0,0.00568
repo_gamma,service,Java,2025-06-21,com.ocp.platform.service.Class0031,613,6.92,5.46,4,1,0.0,1.56,1.65,1,0,2,5,18,13,2,90,2,3,45.21,40.93,,3,0.1464,0,0,0.03822
repo_beta,integration,Java,2024-08-27,com.ocp.quality.integration.Class0121,167,4.35,2.66,3,2,0.0,2.13,2.47,0,1,4,1,5,8,1,87,0,0,49.14,34.06,34.23,3,0.1017,0,0,0.0217
repo_alpha,api,Kotlin,2025-07-16,com.ocp.platform.api.Class0021,413,8.39,7.98,4,1,0.69,2.47,0.65,2,0,0,13,67,39,2,56,2,2,69.35,40.1,,0,0.0744,0,0,0.01804
repo_beta,integration,Java,2024-01-28,com.ocp.platform.integration.Class0092,163,8.52,12.52,1,1,0.06,8.44,2.48,1,3,0,5,14,12,0,0,1,0,58.6,72.64,34.76,1,0.0782,0,0,0.02306
repo_alpha,integration,Java,2025-11-03,com.ocp.platform.integration.Class0143,190,1.22,3.78,1,0,2.34,23.57,2.03,0,1,0,3,10,11,1,99,0,2,65.64,46.66,,0,0.0685,0,0,0.01649
repo_beta,utils,Java,2024-08-06,com.ocp.quality.utils.Class0132,54,1.0,1.52,5,1,1.89,23.46,2.05,1,0,2,2,1,2,0,89,2,2,,78.17,83.53,2,0.0235,0,0,0.0046
repo_alpha,api,Java,2024-06-13,com.ocp.transport.api.Class0161,283,6.35,9.43,4,0,2.02,19.51,2.7,0,2,2,3,36,28,0,107,2,2,65.25,54.11,,0,0.1304,0,0,0.00829
repo_gamma,data,Java,2025-12-14,com.ocp.platform.data.Class0054,418,9.33,8.46,2,0,0.0,6.18,2.29,2,1,3,9,51,45,2,95,0,1,79.0,59.94,78.42,3,0.0057,0,0,0.01014
repo_beta,service,Java,2025-06-11,com.ocp.transport.service.Class0142,199,3.26,6.67,5,3,0.0,21.23,1.01,0,0,2,12,19,24,2,147,3,0,68.09,60.05,76.56,2,0.1072,0,0,0.01062
repo_alpha,utils,Java,2024-09-07,com.ocp.utils.Class0108,34,4.02,2.61,6,3,0.0,1.0,0.0,2,0,1,3,0,2,2,68,0,0,94.68,87.64,77.98,0,0.0186,0,1,0.00776
repo_beta,data,Java,2024-04-25,com.ocp.quality.data.Class0013,354,5.17,1.19,6,2,0.08,3.36,2.73,5,4,5,1,3,5,0,77,0,1,74.23,71.31,57.72,0,,0,0,0.00435
repo_beta,core,Java,2024-08-15,com.ocp.platform.core.Class0036,929,13.06,13.27,7,2,6.76,33.98,8.06,0,2,1,2,26,15,1,102,0,0,69.69,66.62,,0,0.0625,0,0,0.0641
repo_gamma,data,Java,2025-09-17,com.ocp.transport.data.Class0123,149,5.04,5.38,3,0,3.27,11.77,0.68,3,1,0,2,17,8,0,95,0,0,62.94,,31.91,1,0.1325,0,0,0.01406
repo_alpha,utils,Java,2024-06-11,com.ocp.transport.utils.Class0121,94,2.01,5.61,5,2,0.03,1.0,0.0,0,1,0,0,6,4,0,137,0,1,61.35,56.78,56.02,2,0.0286,0,0,0.00777
repo_gamma,service,Java,2024-09-26,com.ocp.quality.service.Class0092,433,5.4,1.0,5,1,0.0,1.0,3.51,0,0,1,6,64,43,0,95,2,4,63.52,50.87,40.62,3,0.0484,0,0,0.00637
repo_gamma,service,Java,2025-11-12,com.ocp.service.Class0118,87,1.0,1.55,1,1,1.94,5.18,0.0,2,0,3,2,6,6,0,36,1,0,61.4,53.83,31.4,2,0.0228,0,0,0.01893
repo_gamma,api,Java,2025-05-02,com.ocp.transport.api.Class0181,87,1.0,1.0,1,1,2.17,15.14,2.73,0,1,1,2,0,0,0,108,0,0,70.88,61.21,,0,0.0421,0,0,0.00208
repo_beta,data,Java,2024-07-24,com.ocp.platform.data.Class0206,108,2.32,7.71,6,1,2.51,37.84,2.63,0,0,0,6,6,8,0,29,1,1,,68.34,76.77,0,0.085,0,0,0.01393
repo_beta,core,Java,2025-09-13,com.ocp.quality.core.Class0183,43,5.07,5.12,3,2,1.94,13.94,4.01,1,1,3,6,1,1,1,24,0,1,90.77,80.77,73.05,1,0.0507,0,0,0.0078
repo_beta,core,Java,2024-12-16,com.ocp.platform.core.Class0158,204,6.52,6.4,2,1,0.32,19.43,0.5,1,1,0,7,12,12,1,0,2,2,53.84,38.43,47.78,1,0.1888,0,0,0.01021
repo_gamma,core,Java,2025-10-04,com.ocp.quality.core.Class0154,98,1.02,6.68,3,0,2.57,18.22,2.85,1,1,1,3,8,0,2,132,1,0,,60.68,72.28,1,0.0382,0,0,0.02136
repo_beta,data,Java,2024-11-09,com.ocp.platform.data.Class0009,383,6.66,7.59,1,0,4.05,8.27,0.0,1,0,0,12,42,24,0,80,2,1,52.81,55.43,,1,0.0298,0,0,0.0693
repo_beta,data,Java,2024-09-21,com.ocp.platform.data.Class0009,368,2.78,1.0,1,1,1.69,5.88,0.59,3,1,2,8,24,25,0,155,1,0,,64.23,55.16,1,0.0363,0,0,0.00503
repo_alpha,service,Java,2025-10-17,com.ocp.service.Class0115,101,4.26,1.0,4,0,0.0,1.0,2.05,1,0,1,1,0,2,0,171,0,1,95.41,88.22,83.93,0,0.1333,0,0,0.00856
repo_beta,utils,Java,2024-03-14,com.ocp.platform.utils.Class0058,132,2.53,7.35,3,2,0.0,1.0,2.42,2,1,2,7,10,10,1,103,1,0,,63.94,79.23,2,,0,0,0.02857
repo_beta,data,Java,2024-01-14,com.ocp.transport.data.Class0118,55,2.34,1.57,2,1,2.29,11.28,0.0,1,2,0,6,5,10,1,124,0,1,68.51,66.51,52.95,0,0.1313,0,0,0.01723
repo_gamma,core,Java,2024-06-24,com.ocp.quality.core.Class0140,89,1.54,1.0,3,0,0.9,1.0,2.56,3,1,0,1,1,1,0,109,0,2,78.0,78.97,74.27,1,0.0209,0,0,0.00674
repo_gamma,data,Java,2024-07-19,com.ocp.transport.data.Class0123,133,4.56,3.68,3,0,0.0,5.69,0.0,1,2,1,7,10,9,1,81,1,2,58.8,51.9,,0,0.0399,0,0,0.0097
repo_gamma,core,Java,2025-03-13,com.ocp.platform.core.Class0063,127,2.13,1.0,3,0,6.1,6.19,5.92,1,1,2,2,5,4,0,109,0,0,48.75,34.73,34.01,3,0.1047,0,0,0.01632
repo_beta,core,Java,2025-06-23,com.ocp.quality.core.Class0119,278,4.37,6.37,3,0,0.0,12.57,1.41,1,1,1,0,5,5,0,23,0,1,64.84,64.29,45.26,2,0.0063,1,0,0.05114
repo_alpha,service,Java,2025-05-25,com.ocp.platform.service.Class0072,225,5.11,2.7,1,1,0.0,3.66,2.19,4,1,0,3,17,9,0,1,0,1,,66.28,60.71,0,0.1828,0,0,0.01612
repo_alpha,integration,Java,2025-08-13,com.ocp.platform.integration.Class0074,112,4.37,4.63,4,0,0.0,5.36,0.0,2,2,0,1,0,6,0,22,0,1,70.47,63.2,49.71,2,0.0134,0,0,0.01017
repo_alpha,service,Java,2025-03-21,com.ocp.service.Class0099,201,7.62,8.68,2,0,3.29,22.35,3.13,4,2,2,2,5,3,0,22,0,0,69.56,41.12,,0,0.0263,0,0,0.00977
repo_beta,data,Java,2024-08-20,com.ocp.platform.data.Class0127,540,5.66,1.0,6,1,0.0,1.0,4.04,1,1,0,1,14,4,0,167,0,0,65.6,59.09,47.18,5,0.0272,0,0,0.02633
repo_alpha,utils,Java,2024-10-28,com.ocp.platform.utils.Class0070,195,2.83,1.0,6,1,0.0,4.32,0.55,0,0,2,0,3,1,0,1,0,1,64.14,33.35,34.39,0,0.12,0,0,0.00377
repo_alpha,api,Java,2025-12-04,com.ocp.platform.api.Class0060,589,7.32,4.04,1,0,0.0,1.0,3.98,1,1,3,2,33,27,0,79,1,0,59.15,64.66,48.71,1,0.0789,0,0,0.01469
repo_beta,core,Java,2025-07-28,com.ocp.transport.core.Class0190,158,3.5,4.63,4,0,0.52,12.64,2.58,2,0,0,1,4,1,0,77,0,0,90.47,,73.86,1,0.1102,0,0,0.00611
repo_alpha,data,Java,2025-02-11,com.ocp.quality.data.Class0117,48,7.63,12.12,4,0,0.56,9.54,2.95,1,1,1,2,2,0,0,77,0,0,60.86,,33.01,1,,0,0,0.02764
repo_alpha,utils,Kotlin,2025-08-28,com.ocp.platform.utils.Class0090,238,5.17,14.82,1,0,2.95,38.14,2.18,0,3,0,3,21,9,0,138,2,0,43.98,33.26,57.59,1,0.0947,0,0,0.06985
repo_gamma,data,Java,2024-02-03,com.ocp.transport.data.Class0218,136,1.81,10.43,2,1,1.01,3.6,6.03,0,1,0,4,11,9,0,120,1,2,,59.11,64.13,1,0.0684,0,1,0.02205
repo_gamma,service,Java,2024-06-03,com.ocp.service.Class0122,65,1.0,1.0,4,0,0.24,4.66,0.13,3,3,1,12,5,3,4,35,4,1,78.52,74.39,69.13,0,0.0751,0,0,0.01489
repo_alpha,utils,Java,2024-07-07,com.ocp.utils.Class0029,113,3.93,4.57,1,0,0.81,1.0,0.0,0,0,0,4,7,3,0,148,0,0,84.02,66.88,80.6,0,0.0546,0,0,0.00203
repo_gamma,core,Java,2024-11-29,com.ocp.quality.core.Class0184,88,3.24,2.26,4,0,0.0,4.28,0.0,2,0,0,13,9,5,3,130,1,1,85.32,74.06,75.75,1,0.0184,0,0,0.01077
repo_alpha,utils,Java,2024-10-30,com.ocp.transport.utils.Class0001,95,6.54,1.0,1,0,0.0,1.0,0.0,3,0,0,4,4,3,2,105,0,0,,70.34,40.23,2,0.1278,0,0,0.01745
repo_gamma,service,Java,2024-08-08,com.ocp.transport.service.Class0120,170,5.21,6.24,1,0,3.81,28.24,0.0,0,0,0,10,17,14,1,0,3,3,73.97,74.69,,2,0.0117,0,0,0.01133
repo_beta,core,Java,2025-05-17,com.ocp.quality.core.Class0044,292,4.66,2.94,1,0,3.58,11.72,1.45,1,1,1,4,21,18,2,65,0,1,69.73,65.52,65.21,1,0.0291,0,0,0.01786
repo_beta,data,Kotlin,2025-10-13,com.ocp.quality.data.Class0084,571,9.98,2.81,3,0,0.0,8.65,2.17,4,2,4,5,52,43,2,0,1,1,62.41,50.68,,3,0.2025,0,0,0.01459
repo_alpha,utils,Java,2024-06-14,com.ocp.transport.utils.Class0052,212,5.0,7.07,4,0,1.5,17.15,3.25,0,0,0,5,11,6,0,56,0,0,62.73,61.6,41.99,2,0.0356,0,0,0.0278
repo_beta,api,Java,2024-10-16,com.ocp.quality.api.Class0120,229,7.4,4.22,4,0,0.0,26.52,0.27,2,2,1,5,16,8,3,63,1,3,78.72,64.98,60.83,0,0.0509,0,0,0.01125
repo_beta,utils,Java,2024-11-10,com.ocp.utils.Class0039,96,3.01,1.0,6,1,0.0,19.94,0.4,3,0,1,3,2,2,0,48,0,1,67.41,,73.98,2,0.0055,0,0,0.01243
repo_alpha,data,Java,2025-01-28,com.ocp.data.Class0018,407,5.42,3.57,5,2,0.0,1.0,4.07,1,0,0,8,39,32,1,34,1,0,76.48,61.73,49.99,0,0.0049,0,0,0.01182
repo_alpha,service,Java,2025-10-24,com.ocp.platform.service.Class0041,160,6.54,6.07,2,2,0.81,1.0,0.26,2,0,0,6,7,8,3,70,0,0,70.78,74.67,43.64,2,0.0071,0,0,0.00799
repo_alpha,data,Java,2024-02-09,com.ocp.quality.data.Class0034,766,9.78,4.08,6,2,0.0,1.81,8.6,1,0,3,2,28,24,0,115,1,0,51.92,,28.6,2,,0,0,0.02086
repo_gamma,utils,Kotlin,2025-10-29,com.ocp.utils.Class0018,65,5.01,5.07,2,2,0.21,1.0,1.44,0,0,0,6,5,5,0,2,1,1,,59.59,48.35,2,0.0343,0,0,0.01738
repo_beta,service,Java,2024-06-07,com.ocp.service.Class0057,584,8.68,3.13,1,1,0.0,1.0,3.2,0,1,3,8,63,45,1,125,1,0,89.63,82.24,76.18,1,,0,0,0.00423
repo_beta,data,Java,2025-02-28,com.ocp.transport.data.Class0129,75,1.0,1.0,3,0,2.15,11.96,2.75,1,2,2,8,6,6,2,145,1,1,55.87,47.49,45.66,0,0.2582,0,0,0.00522
repo_beta,utils,Java,2024-07-08,com.ocp.quality.utils.Class0132,61,2.65,1.0,2,1,1.14,7.84,0.0,0,1,1,3,0,1,0,58,0,2,98.86,67.56,,0,0.0045,0,0,0.00352
repo_gamma,core,Java,2025-09-01,com.ocp.transport.core.Class0125,236,4.45,4.78,4,0,0.22,8.55,0.0,0,0,4,3,1,2,0,119,0,0,61.15,64.5,74.14,3,,0,0,0.01942
repo_alpha,integration,Java,2025-09-29,com.ocp.quality.integration.Class0012,704,9.65,15.25,1,0,0.0,8.39,4.46,1,0,4,0,7,8,0,38,0,1,46.72,43.63,46.86,2,0.1109,0,0,0.01445
repo_beta,service,Java,2025-02-03,com.ocp.service.Class0125,99,3.09,1.0,2,0,3.38,8.09,3.61,2,2,2,6,5,4,1,90,1,0,73.85,61.31,82.93,0,0.0468,0,0,0.00266
repo_gamma,api,Java,2025-08-26,com.ocp.platform.api.Class0111,255,8.37,9.27,4,0,0.0,12.18,1.03,3,4,0,5,9,9,2,98,0,0,72.52,74.83,86.09,0,0.0376,0,0,0.00556
repo_gamma,integration,Java,2025-02-20,com.ocp.transport.integration.Class0076,110,4.43,5.86,4,1,0.0,4.2,0.0,0,0,0,6,11,7,0,7,2,2,54.82,59.98,23.5,0,0.0194,0,0,0.02008
repo_gamma,core,Java,2024-12-29,com.ocp.transport.core.Class0219,89,5.15,4.88,3,0,1.07,14.5,0.0,2,1,1,1,4,3,0,38,0,0,85.71,65.16,70.46,0,0.0327,0,0,0.00293
repo_alpha,data,Java,2025-11-23,com.ocp.quality.data.Class0095,486,6.88,4.36,5,1,0.0,1.0,3.53,0,1,0,3,13,7,0,52,1,1,,30.12,,3,0.1627,0,0,0.01173
